USERID,Date,Transaction Description,Category,Amount,Type
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-26,Nation little east everyone.,Shopping,220.79,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-10,Until truth feeling view.,Shopping,1078.56,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-14,Gas teacher national weight all.,Health & Fitness,1889.31,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-03,Or phone.,Rent,1150.29,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-01,Degree enter father of source.,Shopping,1784.37,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-07,Doctor news yourself.,Utilities,3071.18,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-27,Third rich hospital.,Salary,115.72,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-26,Peace wind guess.,Utilities,2360.84,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-08,Detail about development discover.,Utilities,944.27,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-01,Forget once hope security.,Health & Fitness,156.3,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-10,Law agree appear political.,Food & Drink,2414.28,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-16,Teacher decide possible.,Health & Fitness,2825.15,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-28,Big argue.,Entertainment,2087.36,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-19,Listen against coach.,Salary,1464.5,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-14,As personal agreement.,Food & Drink,251.05,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-20,Data exist.,Other,1209.18,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-22,Woman daughter hospital move.,Health & Fitness,1097.37,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-20,Leader both rest challenge.,Health & Fitness,328.43,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-27,Real know our any.,Health & Fitness,2771.08,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-27,Outside with each animal.,Entertainment,469.5,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-07,Provide car throughout american.,Health & Fitness,1456.81,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-27,Believe arrive.,Shopping,6431.12,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-05,Red republican father party.,Travel,98.21,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-04,Somebody prepare few sound.,Salary,488.02,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-20,Yourself successful defense subject.,Shopping,107.72,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-02,Beat light the window.,Entertainment,275.97,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-11,We especially five network.,Salary,1699.65,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-13,Skill successful and.,Other,513.68,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-09,Ever day.,Health & Fitness,1330.04,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-25,Medical buy series walk large.,Salary,1102.24,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-27,Paper beyond indeed.,Health & Fitness,467.64,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-03,Outside with each animal.,Utilities,9136.15,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-06,Pretty least if.,Rent,2965.05,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-09,High issue deal democratic.,Salary,105.83,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-14,However style.,Utilities,293.46,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-10,Ahead plant trial affect.,Entertainment,2402.37,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-18,Increase consider.,Health & Fitness,6713.55,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-26,Western order accept wide prevent.,Other,531.33,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-16,Eight bed fill.,Food & Drink,70.84,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-19,Because career course.,Rent,11.75,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-13,Beat light the window.,Shopping,1992.7,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-26,Detail about development discover.,Food & Drink,3415.39,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-25,Mind easy foreign old.,Health & Fitness,177.31,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-16,Key place tree.,Entertainment,1962.93,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-16,True culture.,Food & Drink,3344.62,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-22,Say explain.,Shopping,1746.14,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-21,Break time manager kid.,Rent,4068.08,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-27,Law agree appear political.,Utilities,36.84,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-14,Magazine yard instead town.,Shopping,4013.11,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-29,Space moment travel these least.,Travel,597.69,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-26,Bed report item.,Utilities,193.45,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-19,Claim move.,Rent,4464.46,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-12,Red republican father party.,Travel,20.76,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-05,Tell brother defense list second.,Travel,801.22,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-27,True help.,Travel,4959.01,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-10,Effort drive side human.,Shopping,1817.36,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-06,Book economic.,Food & Drink,5305.34,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-08,Wall act special.,Other,387.2,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-04,Statement position either.,Rent,375.79,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-16,My serious whatever miss seek.,Food & Drink,1319.95,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-21,Research visit program suddenly doctor.,Salary,875.85,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-30,Believe recognize analysis those citizen.,Salary,852.42,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-25,Hundred step according.,Rent,3681.81,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-14,Hope floor include.,Utilities,461.93,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-21,Already free.,Travel,2193.37,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-02,Bed recognize store.,Health & Fitness,350.33,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-13,Take family chance.,Utilities,2312.27,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-09,Remain seven marriage.,Rent,252.02,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-13,Show recently decide last.,Investment,8128.17,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-13,Best generation group goal.,Shopping,2673.62,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-29,Require remain save.,Food & Drink,41.93,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-08,Gas human create also.,Utilities,1040.66,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-27,Find job where.,Travel,2076.66,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-10,Security unit executive.,Travel,4218.62,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-07,Magazine yard instead town.,Travel,1665.63,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-15,Nation little east everyone.,Health & Fitness,1544.89,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-15,Be move fly open.,Investment,1241.54,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-04,Including let result spend.,Entertainment,8760.44,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-20,World site mr interest treatment.,Rent,1892.57,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-03,Cut yard knowledge.,Travel,106.39,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-20,Condition again successful.,Travel,2491.57,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-26,Big argue.,Shopping,7258.15,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-09,Detail about development discover.,Travel,81.44,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-29,Some court her.,Food & Drink,1859.71,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-04,Relationship your your.,Salary,248.83,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-28,Doctor population grow bar.,Utilities,263.37,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-05,Television argue mouth.,Entertainment,1289.22,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-25,Because career course.,Travel,3344.65,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-03,Participant above.,Investment,408.72,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-28,Space moment travel these least.,Food & Drink,2334.75,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-25,Likely evidence claim.,Utilities,168.16,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-12,You ready way rule.,Other,7450.76,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-04,Ball theory prepare much throughout.,Food & Drink,1645.54,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-18,Decision three trouble.,Investment,3117.68,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-30,Positive free case.,Travel,977.27,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-27,Say explain.,Utilities,843.7,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-04,Item yet ever quite.,Rent,121.03,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-13,Show recently decide last.,Other,461.54,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-27,One shoulder administration.,Health & Fitness,7814.35,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-29,Ball theory prepare much throughout.,Food & Drink,2857.47,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-31,Smile ever bag single.,Travel,8306.48,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-07,Provide car throughout american.,Entertainment,423.62,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-01,Including let result spend.,Entertainment,219.48,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-30,Clear single expect.,Other,3149.69,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-03,Woman daughter hospital move.,Investment,6317.49,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-05,Law agree appear political.,Health & Fitness,1109.63,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-24,Cost attorney.,Food & Drink,4432.14,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-21,Pretty least if.,Investment,692.03,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-28,Say explain.,Health & Fitness,570.38,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-24,Evening ahead smile.,Travel,1619.31,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-06,Compare system white magazine after.,Utilities,449.16,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-09,Show recently decide last.,Shopping,1108.6,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-21,Thought sit identify culture.,Health & Fitness,1629.08,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-08,Day fact modern.,Entertainment,239.77,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-19,True help.,Shopping,369.62,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-29,Best generation group goal.,Investment,4048.71,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-29,Western order accept wide prevent.,Rent,156.08,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-27,Paper beyond indeed.,Travel,2236.03,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-13,Real small.,Rent,776.98,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-27,Land day name small.,Health & Fitness,322.38,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-21,City offer financial data.,Rent,197.65,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-21,Day fact modern.,Entertainment,53.18,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-30,Space game truth special decision.,Other,7393.78,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-06,With young think there assume.,Investment,4354.82,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-10,Tv budget system book.,Rent,239.21,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-16,Data exist.,Investment,523.47,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-06,Push east never size fight.,Food & Drink,150.29,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-17,Paper beyond indeed.,Salary,285.99,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-05,Discussion black follow.,Shopping,5179.7,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-23,Expert commercial entire resource.,Food & Drink,202.8,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-05,Management necessary process not.,Salary,2079.95,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-26,Finish right serious.,Food & Drink,990.67,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-24,Wish current.,Utilities,50.93,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-04,Concern should recent across.,Salary,456.17,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-26,Statement position either.,Utilities,127.75,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-13,Smile ever bag single.,Food & Drink,316.98,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-03,Day fact modern.,Utilities,98.6,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-31,On must certainly.,Salary,1378.28,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-19,Recently again explain court.,Entertainment,767.01,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-13,You ready way rule.,Utilities,3314.29,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-09,Project can.,Shopping,312.41,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-07,Talk thing rock ever summer.,Salary,1326.71,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-20,Up hear draw.,Salary,3378.35,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-22,Western tend candidate day.,Other,6694.29,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-21,Pretty least if.,Salary,386.07,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-15,Heart still building.,Salary,797.55,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-20,Recently again explain court.,Investment,9843.75,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-03,Good spend still.,Entertainment,226.52,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-05,Mind door authority outside.,Investment,945.37,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-19,Design blood degree ever.,Entertainment,495.65,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-16,Allow news.,Salary,478.53,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-14,Boy college mrs.,Entertainment,1362.12,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-11,Fish either boy between collection.,Entertainment,2834.43,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-02,Discussion detail training fund.,Entertainment,283.09,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-14,Hundred step according.,Investment,1525.81,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-25,Onto worry help hope.,Utilities,3536.65,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-13,Main opportunity particularly question.,Entertainment,1172.81,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-26,Short for late education.,Investment,298.49,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-01,Wife pay good within fly.,Salary,2226.21,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-24,Leg drive second she.,Shopping,1165.15,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-20,Finish right serious.,Travel,452.03,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-02,Effect people.,Utilities,5836.54,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-30,Positive free case.,Travel,1355.19,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-01-15,Believe arrive.,Rent,32.62,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-03,In seven building hard.,Shopping,9066.7,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-28,Good spend still.,Investment,4763.67,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-29,Western tend candidate day.,Rent,4291.9,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-20,Himself fire heavy.,Shopping,1146.83,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-09,Soon including important.,Travel,131.4,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-28,New type pm.,Investment,7246.89,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-21,You ready way rule.,Other,351.43,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-08,Bit need allow.,Rent,7005.63,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-19,As throughout individual list manager.,Shopping,464.49,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-22,Right analysis mention.,Food & Drink,1593.34,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-29,Less into per big.,Salary,998.64,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-07,Likely great paper.,Travel,4722.53,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-29,Believe arrive.,Health & Fitness,8238.53,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-25,Some court her.,Health & Fitness,1801.63,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-21,Fear song save.,Other,7776.68,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-22,Real small.,Entertainment,2914.25,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-03-02,A let.,Travel,165.9,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-18,Course staff personal space.,Rent,159.19,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-10,With yes nothing.,Investment,164.18,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-02-14,Price certain down standard nice.,Health & Fitness,345.63,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-09,Southern front.,Salary,9064.69,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-17,Little happy final population.,Travel,718.75,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-02,Be move fly open.,Health & Fitness,482.86,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-30,New type pm.,Rent,1503.75,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-27,Gas with policy cut.,Food & Drink,267.72,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-19,Believe recognize analysis those citizen.,Travel,359.38,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-18,Right know during someone.,Other,882.05,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-03,Very figure drive special.,Utilities,475.45,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-08-15,Natural own.,Other,199.04,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-02,National free.,Entertainment,7550.7,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-20,Movement door kind.,Shopping,551.3,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-09-28,Believe arrive.,Investment,7852.63,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-06-12,Gas human create also.,Health & Fitness,9477.91,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-10-01,Research month instead.,Investment,458.22,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-30,Employee become happy water bring.,Other,79.86,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-07-02,Occur live take media hot.,Rent,2475.38,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-04-26,Military onto blue activity.,Rent,1329.83,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-05-17,Finish increase economy middle public.,Salary,1106.77,Income
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-12-09,Man care resource.,Rent,84.43,Expense
d63901d5-1b89-4e99-9d00-6bb3d271e60c,2024-11-21,Gas teacher national weight all.,Health & Fitness,9049.29,Expense
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-11-13,Reach step son.,Utilities,500.95,Expense
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-01-13,Face mission brother figure hear.,Rent,4265.7,Income
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-03-21,As personal agreement.,Entertainment,1827.0,Income
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-05-12,A let.,Health & Fitness,771.41,Expense
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-06-28,Democratic standard major.,Entertainment,24.52,Expense
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-11-01,Find job where.,Other,292.83,Expense
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-06-10,Build view.,Other,682.22,Income
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-02-24,True help.,Shopping,1436.77,Expense
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-07-17,Country little reality level.,Travel,95.8,Expense
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-05-17,Assume campaign assume.,Entertainment,1579.55,Expense
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-06-12,Into notice necessary true message.,Investment,532.46,Expense
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-02-03,Owner fact wife.,Travel,7478.44,Income
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-04-14,Listen against coach.,Entertainment,385.52,Expense
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-05-15,Cut yard knowledge.,Food & Drink,55.36,Income
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-11-08,Detail data tell.,Entertainment,1277.31,Expense
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-02-09,Personal often.,Other,1387.62,Income
621dd5eb-5f0b-4318-90d9-711d4a481014,2024-02-12,Require remain save.,Utilities,2794.82,Expense
